timestamp,speaker,words,tags,
,PT,"Oh my gosh, very well attended, I mean you could go to the LA rodeo and I am not kidding you, there were 10 thousand people a day partying out dancing watching the rodeo all these other things and I mean it was just, we were just thriving and there were 20, 20 to 25 rodeos a years we had up to 28 associations at one time in IGRA and it was really going really strong I mean pool parties at the San Diego rodeo you just did not want to miss and so it was all this but the most important thing at all of this and I realized this after being gone for 2 years was the camaraderie and the friends. You meet friends that become your family and  you know you really do care about them it's not that I don't care about my immediate family but these people mean a lot to me, they do, and I have a lot of people yesterday and today it's wonderful to see me back and you know that truly really do love me and are excited that I'm back at",,
,RS,And you mentioned your rodeo mom and dad whose that?,family,
,PT,"Turned out to be, it was the funniest thing because I was a certified scorekeeper and at the Chicago rodeo I got invited to be the score keeper and this rodeo was on facility I mean on the grounds of this couple's home their, one of their sons lived across the driveway and everything but then they had their own full arena back there and everything else, when I first went in and met her and everything she thought I was the most pretentious queen that she'd ever seen and it was so funny but we, grew to be so close, so close I just, and when I was inducted into the hall of fame she came to Las Vegas and  she broke the news to me that she had cancer, and she fought it for about a year and passed away and it was a very very devastating to me it was very it was so hard I just can't even imagine and I, I lost my father but my father and I weren't really close after my parents divorced because I was involved with caught him cheating on her and everything and then I had to help her out when filed for divorce and moved out because she had never had a job cause she raised us 4 kids and all a sudden she's in a 5 bedroom home and had to pay utilities since he had taken out checking account",family,
,RS,How old were you when that happened?,family,
,PT,"Let's see I was... tring to think... I would say maybe, 79 or 80 1980 but still nothing ya they'd been married 28 years we had us 4 kids had [ut on this huge for them for their 25th anniversary my parents traveled through my father's business he was able to win these trips to, they traveled all over the place they went on a trip to portugal went home mom said everything was fine and then he didn't come home that night he insisted on going bowling and sure enough, I was the one who caught him doing the whole thing and that was devastating to me so after that my father and I did not speak and we had no communication with each other",family,
,RS,And when did he pass?,family,
,PT,"He passed in 1995 I think, no he passed in 1991 cause my brother passed away in 1995 of AIDs. He was, it was really interesting cause I am HIV positive myself but I am in no danger I have never been in danger because I accepted it and I dealt with it, my brother little brother was in total denial of that AIDs and him and his partner, his partner had all these holistic views about saving, so it was very difficult cause when he did get sick he was so sick he went in the hospital and 18 days later he's gone being in the hospital being fed intravenously and he's losing a pound and a half a day just deteriorating away. I had to educate my entire family on what exactly was going on, they couldn't understand how I could be HIV positive but he was in full blown AIDs, full blown AIDs, his T cell count was 5 when he went in. THey thought he had tuberculosis but then, my brother had been tested somewhere don't know exactly where but he used his social security so when he died we got the death certificate his partner really got upset because it put it in on there information they have to that he had been HIV positive for 10 years and full blown AIDs for 18 days that he was in the hospital and so you know it was really difficult so I'm educated and my family on what is going on with my brother deteriortating like that and I just had to say it but in his final days we spent a lot of time together which we had never been real close cause he always kinda despised me cause he was right behind me and I accelerated in school and he didn't and the teacher expected the same out of him that they got out of me, it was difficult, he actually attempted suicide once blaming me and so it was rough road but those probably 15 of those 18 days, him and I had a lot of talk a lot, you know, about each other and everything so at least I got to go away with that. But he, survived. ",family,
,RS,"And does your, how did your mother cope with that with the same child",family,
,PT,"She did very well and she does very well with things like that, I know deep down it was really difficult but as far as the level I was the most devastated because I was scared to death that this is what is gonna happen with me but I accepted when I found out I was HIV positive which was in 1995, yes. I was on a study for HIV negative people and my test results came back positive, and people say different things they used to say you could contract it and everything else and I know exactly what happened I know when and strictly mine the nurse was just astonished she could not belive it so she had me come in and do another blood test cause she thought it was a false positive and it turned out it wasn't but my T cells have never ever been below 500, I started taking medicine when they were between 5 and 7 hundred and I have applied, and my T cells are currently around 900 to 1100 range and so its, the disease is there it doesn't go away but you have to accept it and you have to move on with it. and I've learned and elt really good about some things that have happened in my life becoming gay coming out and becoming HIV positive I don't look at it as a bad thing it's something that's happened but with research and everything else and I participated in a lot of studies here in colorado at the University of Colorado I'm involved with studies they call me all the time and do these studies so they can work on trying to get, they're never gonna find a cure but being able to control it. I was very, excuse me, very lucky when I started taking meds AZT was very there was very little AZT in the meds and I have only in my 20 years 15 or 20 years now I have been, I've been 2 different kinds of medicine and I currently only take 2 pills a day. I take in the evening and ones a booster and the other one is and that's what has really kept me in line and through all these other medical issues that have come i have crohn's disease barrett's esophagus high cholesterol I take 38 pills a day, but you know what, it's kept me alive, it's kept me here and I have resisted that to the",family,
,RS,How do you think your rodeo family has helped through you're various health struggles?,,
,PT,"Oh I mean everybody's so supportive because, this association is very unique in we don't do rodeo for a living none of the contestants you know you can't by the time you do all your expenses and everything else throughout the year and especially if you have a horse, you go into it knowing you're gonna lose money but there's more to it than that and that's why our rodeos and the umbrella IGRA association all proceeds go back to charity, and that's we do, that's why we do this, to be able to give money back to charities.",,
,RS,"So you said earlier that you remember Wayne pretty well, what was it like working with him I heard he was very enthusiastic about, IGRA and in general, what was it like working for him?",mentor,
,PT,"He was, and he pushed and pushed and pushed me cause he did, we traveled together went to rodeos together and everything and he gave me a lot of work favors you know and everything else so that I could go to these rodeos and all these other stuff and he was just like a dad to me and, it was very devastating when he passed away, passed away from pancreatic cancer and that was very difficult once again for me but his, ideas and his creativity continues to live he's very proud I know he's very proud, I know when he died he was very proud that he had created this and watched it grow to where it got and you know we struggled in the last few years we've struggled because financially it's diccicult it's becoming more and more difficult to find sponsors because sponsors look at it as butts in the seats and we can have as many contestants as we want but its so that's the big deal and we can't our rodeos are very recreationally none of our contests make a living off of it they all have other jobs and do other things so it's very recreational but we do it because we give the money to charities and we feel good and the camaraderie that you create that you become a part of at the rodeos is it's indescribable and I found out when I had to take these last 2 years take a break, I really found out how much it really is in me and how much I missed it and I really missed the contestants and being here this weekend and being at a I was a timer ein the rodeo and I couldn't I can't just sit in those stands and watch the rodeo I got to be  doing something so I volunteered to come back behind the chutes behind the alleyway and help with the arena directors with speed events and pulling boots got me right back with the contestants because when I was a score keeper you're isolated into a different spot so you don't get that and just I miss that so much because I become so close to the contestants when I was in the office I just  become so close to them and you know, confided in them they confided in me and it really was a family and I miss that when I went up into a scorekeeper because I was isolated up there's so I I retired as a scorekeeper in 20... lets see it would have to have been about 2011 I retired and at the FLorida rodeo was my last rodeo they gave me a bifold send off and everything else and I said I'm not going away I'm just retiring and the reason I was retired was because I had been diagnosed with parkinson's and my writing was very difficult and I did not want to subject a contestant to a wrong score because the secretary or the auditor couldn't read it so I took that step but I found myself I think cause I'm ?? I like so much being with the contestants I found myself going to becoming barn manager and this turned out to be a total fluke, I had gone to the Oklahoma rodeo and I was supposed to be scorekeeper and I came in a day early and I stayed with the rodeo director and then helped him set up well he needs to go to a VIP party on the thursday night and he didn't know how he was gonna be able to do it cause these continents were starting to come in and I said I'll do it it can't be too difficult you just check their papers and give them a stall and ?? it's very simple and that really brought me back with the contestants rea;;y brought me back and so it was something I totally enjoyed and all this weekend people have said over and over and over we missed you so much and it's kinda hard to grasp I never realized it really, people really did care and do care and I;m so, it's been wonderful wonderful weekend to be back into this and I'm jumping into this and i'm jumping right back into it, course I'm not gonna be quite as involved as it was before but I've submitted my name to be back on the finals committee I told them I says I'll do anything on the committee just don't make me rodeo director again, been there done that and don't wanna go through that again cause it's not easy it's a lot of responsibility and a lot of pressure and you know with our rodeos starting to struggle in 2 thousand, probably about 2010 or 11 starting climbing and everything else it was becoming more and more difficult and fortunately the rodeo I was rodeo director of finals was wasn't as successful it was really hard for  it was really hard for me it didn't it wasn't as successful as I wanted it to be but it was happening and we're happening right now and I tried I've served on various committees probably almost very committee you could possibly think of and I've been trying to preach that with the difficult of getting sponsors and everything else we need to rather than create new associations and they jump in and do rodeo first year and they don't know what they're doing and they don't know and don't realize and they end up losing a lot of money and unfortunately some have folded and I am pushing and I'm continuing to push that associations work together, come together and we had 4 associations that were the GPR GReat PLanes ROdeo, 4 associations, Kansas Oklahoma Little Rock and Missouri and the rodeo rotated it rotated to the different cities and it worked and that was at the time when the rodeos were successful and then they eventually went off and did their won rodeos and that's what I'm trying to get back again cause we have little associations that are struggling, struggling to stay alive, stay in business and it's very disheartening when we lose one, so I;m gonna try to continue to push for the coming together not being feel like you wanna be independent do your own thing because its hard its not east and some rodeo budgets *cough* excuse me, our... finals budget can run anymore from 150 to 250 thousand dollars,budget and its hard, is very hard cause see what the contestants put in at finals they have put in a percentage all year long towards, towards the finals rodeo and then their fees for the finals rodeo itself and what's been participated this all comes into the big pot and every single event no matter how many people, how many people are in the event the payout is the same for all 13 events, equally and the n its broken down 1st 2nd 3rd and 4th I've seen bronc riders bull rider s that that's all they do their the only ones that cover and they walk away, I've seen them walk away with 3600 dollars for 2 rides but it is a big thing but even the nits becoming more and more of a struggle like I said we don't do this there's no intention of being professionals, some of our members are ??? card holders because they do other professional events roping events barrel racing you know those different things but we, ours is recreation and its more it's more than just the rodeo it's the camaraderie the chance to see friends be together spend a weekend together",mentor,
,RS,"So with you getting started in 1988 were you, did you experience the cancellation of the 1988 finals when it was supposed to take place, I believe in Nevada and then all of a sudden it got canceled?",homophobia,
,PT,"I'm not quite sure it was 1988, I believe it was earlier than that, I would have to go back and look but ya.",homophobia,
,RS,Did you experience any sort of Homophobia on the circuit?,homophobia,
,PT,"Ya we did, PETA used to protest a lot of our rodeos so we had to deal with that but they had their limits on where they could protest and we just did not let that effect that and get to us cause we have a very strong, how would you say rules or guidelines for animal safety and we thrive on that because that it is so important to us, and part of you know the mission of IGRA and everything is for the country western lifestyle but we also want to preserve and there's no, we don't tolerate abuse of animals.",homophobia;peta,
,RS,How do you think the culture has changed overarchingly in terms of homophobia?,homophobia,
,PT,"Oh I think it's changed I think it's becoming much easier. With legal gay marriage is becoming legal now and more and more and everything its, its changed a lot and it's a lot more comfortable, and that I've always said that my brother was very difficult, because that was not that was during an era in the 70's, that it was not accepted and you had to be very careful, and there was a lot of hate and everything going on and you just really and, you know you really had to be careful and a lot of people, remained in the closet or very isolated because they were so scared. And nowadays it's much more accepted and everything else but the one thing about our rodeos too is that we have never ever, turned someone down for their race their sexual orientation, anything we have straight couples compete in our rodeos we have a couple this weekend competing and we have always with open arms invited them in and the first thing they say after they competed one day is this is unbelivable and everyone is so wonderful and so nice and they say it's a much nicer atmosphere and so we're really proud of that that we're able to bring that out into the community and open it up to anybody, and I mean we do not discriminate we're even working on now trying to get kids now involved the problems we have is the legal age and stuff like that so currently kids cannot, depending on what the legal age is the state cannot compete, but we're getting we've gone in the direction now that the associations CGRA has is we have junior members and they come to jaconos and other events that aren't sanctioned and come to the rodeos and watch their friends and or family members compete, I mean a lot of kids come that their parents are competing. It's really, it's a very gratifying very satisfying feeling and it also you know, it's just become so much easier and I said, you know, I was so blessed, to come out when I did not only did my brother pave the path with my family but my, but it also you know, it was at a time where it was getting much better and it continued to get better all the way up to today, it becomes much more acceptable there were times in the early years that we were a little fearful when we went into cities we had to be very careful, we had to be very careful, we didn't allow people to go out by themselves wwe had to be very careful because of the acceptance of being gay lesbian transgender, and I think it's, I think its continuing to become more and more acceptible, and I belive that's happening around the world as well, countries around the world that have never acknowledged women are now acknowledging women, gays are no longer being torchered and murdered for being gay, and it's a good thing, I feel very proud to be a gay man, living in the 21st century.",homophobia,
48:24:00,RS,"Now could you describe what you did as the administrative assistant for those 10 years, what did that job look like?",jobs,
,PT,"I was a lot like the liason for the contestants, the contestants would call the office if they had a problem with registration they couldn't get registered everything else they'd call, that's the one thing I did do that's still continued to happen is I gained the respect of them because I listened to them, and I helped them, get better or get through the obstacles that they needed.",jobs,
,RS,And the physical office was in Charlie's?,jobs,
,PT,"Yes, yes the initial it started in 1991, Wayne created this position, it was another bartender that was at Charlie's and he started, Ricky Joe Newly and he was the administrator for 2 years and then he got sick so at the time he did Wayne said okay here's your opportunity go. So I interviewed at the finals rodeo, no the Texas rodeo in 1992 and started January 1st 1993 for 10 years, and that was wonderful wonderful thing if I were ever to get the opportunity to go back I would do it in a heartbeat and it would be because of the contestants.",jobs,
,RS,And were you mainly doing most of your work at the time via telephone and mail?,jobs,
,PT,"A lot of it was mail, smail mail and telephone, internet was beginning at the time but a lot of it was snailmail or telephone",jobs,
,RS,Did you ever get an email address?,jobs,
,PT,"I did, I did, I got it during my time and I still have it, I have an account its IGRA@att.net but its still one of my own personal accounts so yes I did, and when I was an administrative assistant I had one administrative assistant @ igra .com and then I had one when I was trustee for Colorado I had different emails so I did. I get to experience the beginning, the real beginning and the popularity of email and much easier way of translation.",jobs,
,RS,And was that your full time job or were you doing that in addition to other things?,jobs,
,PT,"It was a part time job, it was, let me see how many hours was it, about 30 hours a week. And then I worked in conjunction with, working at Charlie's as a bartender, DJ and all that so my office was downstairs in the basement. So sometimes I'd come in and work up until it was time for me to go upstairs and go to work and do that but it gave an, and this is exactly what Wayne wanted, it gave an avenue for contestants to be able to go, when you couldn't necessarily go through your association because for various reasons you had an avenue to go that would help you, and I believe today it still has gone on. And Tommy Channel when he took over my position in 2003 and is currently in the position, lot of things have changed, the office is no longer there, it's all done remote, Tommy works out of his house and everything else but, and he just received on thursday, thursday night no, friday night, last night he received the Wayne Jakino, western lifestyle buckle and I've won various buckles across the year, my most favorite one is of course my hall of fame buckle, I wear that very proudly, but I wear other ones too but, that's one I do not have yet and I hope someday before I die that I will get that because Wayne paved the way for me, he pushed me into all this I wouldn't be here today if it wasn't for him and he was just like another a dad to me, and it just was so hard you know, it's hard to describe just how we just bonded so well.",jobs,
,RS,Can I ask what the western lifestyle means to you?,cowperson,
,PT,"Western lifestyle in my opinion is the beginning of the west you know, the beginning of cowboys and indians, you know. That was the start the was the beginning of the United States and it could have even been the beginning in other countries but it was really United States where western cowboys and indians started they were fighting against each other and then later on you know and now to this day get along and I don't know if you were there for grand entry today when they blessed that was very moving that was unbelievable i was just like wow just to be there in that and face the different directions and she would bless the directions and they all had north east south west all had meanings it was it was quite the experience I thought it was just amazing I told the person in charge of getting that that was just amazing it really was.",cowperson,
,RS,So do you consider yourself a cowboy?,cowperson,
,PT,"Yes, I always have, I always have I've always worn the jeans, the cowboy hat, everything else, and I ironically I'm the only one in my family that does, nobody else did. My father grew up on a farm in Iowa, he was basically on his own at 14 he had 10 siblings, actually he had 11 siblings initially and 2 died so then it was him and 9 siblings there are 2 of them left but he grew up there in a farm so I attribute some of the to him being that way. My mom was pure city slicker, she was born in Salt Lake City, wasn't even there a few days and was in Colorado to Colorado recognizes her as a, I am a third generation native because they recognize her as a native cause she spent most of her life here in Colorado so, yes my family comes from Fairplay area. I have a lot of relatives that are barried up in outside of Fairplay in Alma and we, when we have a death, we cremation we, we go as a family, we go up and spread the ashes the same place where we've done all the others and we've even marked a tree so we know we have the same place and it's something that our family does that just, it's just what we do and it means so much because it goes back to where our roots and were my great grandfather was and grandmother.",cowperson,
57:40:00,RS,So did you leave Charlie's at the same time you left the administrative position?,jobs,
,PT,"No, no I continued at Charlie's and worked there up until I left there in 2000 I met my partner at the time, we met by mutual friends in Puerto Vallarta hit it off right away and dated for 6 months and the I moved to Colorado Springs, he had just taken over, him and his brothers had just taken over his father's business of a 30 year painting business very reputable, they don't have to advertise because they have all these people from before that return so it's quite the deal so when my partner and I Craig talked about it, you know he said I said you know what? I'll go. I'm ready to go. I'd been in the bar business 15 years and that was it was enough, it was enough, and I just really wanted a relationship that I thought was going to be forever, unfortunately it was not but and part of it was my fault because I was so heavily involved in rodeo and travelling so much that my partner strayed and therefore, but I left 2012, moved back to Denver, lived with my friends for a year and then my Mom and I moved in together and I started taking care of her as she started getting progressing and getting older and she's getting pretty frail, and probably we're gonna have to put her into a, some kind of assisted living or nursing home in the next 6 to 8 months because it's gotten to the point I can't and she needs medical assistance. And so, once again I'll be out on my own but I'm ready to do a little bit different that typically what people do, I want to be, I worked up I just left July 22nd, I worked up the Jefferson County fairgrounds in Golden Colorado, I was the campground supervisier it was a position that this director had created with specifically with me in mind running cause he had seen how I had done when I was barn manager for CGRA rodeos and he wanted it to happen so he created the position I was there 15 months, before I had to resign because I was having medical issues and I just was worn out and also having problems with, which was my very good friend and we had become very good friends and unfortunately it clashed. But during that time I was, I had attained a trailer, a 5th wheel small 5th wheel, cause I stayed in it sometimes if we had events going over the weekends and you know gonna be that long hours and all that so I had it and with the help of  2 of my very dear friends, I was able to get that 5th wheel and did that, well during that time it convinced me that's the way I wanna live, I wanna live, I was the campground supervisor and it just was loved the people, the stories, oh my gosh people from all over the country even out the country, you know they come to camp and everything else and hearing their stories and everything else and it's becoming more and more people and not just older people, but younger people are living full time in their RVs, and so I you know of course even though I left Jefferson County fairgrounds I've been told I'm always welcome to come back and so I definitely wanna be a camp host because I can do volunteer, not have to pay rent because for volunteering its in exchange, then and I can still do the rodeos cause I'm back and I told them today, I told alot of them today, I'm not going away, I'm not going anywhere, so.",jobs,
 ,RS,So when you took the last 2 years off was that really sort of focus on your health?,,
,PT,"Partially, but partially I just needed a break, cause I had gone non-stop and you know, through losing a relationship, partially to my involvement with rodeo and commitment. Not that my commitment wasn't there but it's difficult because I traveled a lot and so then he",,
,RS,And he wasn't interested,,
,PT,"Oh no, I tried to get him interested once and boy was that the wrong thing to do, he just didn't care for that. And in the beginning he supported me completely but I just got too involved but I didn't realize until it was too late how involved I was. And so I took the 2 years just to get a break away form it but also because I was working full time up at even though it was part time it wasn't I was working very much full time but only getting paid part time, which was okay with me because of my being on disability I can only make so much a month so it wasn't the money issue it was the job and I loved it, and I would go back in a heartbeat I would go back to it, if offered that, but even if I don't I'm welcome to come back as a camp host and do that, so I'm looking forward to that, it's very unfortunate we have to do what we have to do with our mom, but it's part of it so I kinda get my independence back because it's been interesting.",,
,RS,Its difficult,,
,PT,Ya I love my mother to death but it's been tough,family,
,RS,Do your other siblings help at all?,family,
,PT,"My younger sister does, my older brother doesn't help too much but its my younger sister and I.",family,
,RS,It's a lot of work.,family,
,PT,Can we take a little break.,,
Start 2nd,RS,"Alright, we are back here with Patrick Terry and I was wondering if you would be willing to talk a little bit about the effort that went into building the amazing archive that you helped donate to the Autry National Center?",,
,PT,"I, when I was a competitor I always kept the programs I kept them myself and everything else so I had accumulated boxes, then when I went into the office, I was still competing, but you know, I was going and having access to and getting rodeo associations to send me their programs, advertising posters, everything. And I went into the office and said you know what? And it had been somewhat collected prior to that but it was mainly throw it into a box, was not organized and I you know I'm a very organized person and probably went a little overboard, I started arranging it, and then I thought you know what? This stuff is gonna come back someday it's gonna be important, someday it's gonna to be beneficial I know it will that maybe not while i'm alive but I hope that people that continue on after me will continue to collect it. So I started collecting and putting it all together organizing it get it all in order by year, by rodeo. And started doing that when I went in the office you know, heavy contacting all the associations telling them they had, weather I went to the rodeo or not I told them that they had to send me the program the advertising their flyers their posters, we used to do a poster mailout CGRA used to do a poster mailout to bars, organizations, all across the country, and each association would submit their poster and we collected, we'd get them all and then we'd put them all into tubes and mail them out, CGRA did. So we have that was going, so we had accumulated lots of posters, I'd accumulated quite a bit and you know put em up on the top shelf someday and everything else. But then when full force getting as much as I could from the rodeos and or events that the associations had put on. And it, it was fun. I loved it. And I knew that someday it would be, so then through the relationship that we built with Gregory Hinton, he came to Charlie's and we have, we were going to ship archives, well, I wanted to retain some for IGRA for the international, and so, it was kinda interesting when we met and we started going through it Gregory wanted to take it all and I wouldn't, and so Brain Helander was the president at the time and he got kinda, became the referee for, and he said, his words were Patrick is entitled to keep whatever he wants. Then whatever will go to the archives. and so Gregory wasn't to happy with me about that but it worked out. So, we went through all of it, all of it by year, I had it all in order by year we went through every single one, if there were duplicates I would keep one, one would go to them, maybe two or three. Because I was collecting about 4 to 6 programs from every rodeo and as much as a flyer and all that stuff. So I was doing all that, and so we went through all of it, 3 days, took us 2 days, 3 days.",,
,RS,And where was it stored?,,
